epoch,total_loss,u_loss,v_loss,p_loss
470,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
471,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
472,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
473,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
474,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
475,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
476,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
477,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
478,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
479,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
480,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
481,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
482,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
483,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
484,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
485,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
486,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
487,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
488,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
489,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
490,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
491,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
492,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
493,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
494,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
495,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
496,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
497,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
498,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
499,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
